92825.099184	101712.487359	103582.861116	104854.680730	106832.194677	
111832.779495	112643.271940	113440.455298	116357.830187	116738.340387	
97127.842100	101036.103309	101967.044684	102710.870574	104474.012932	
94090.273400	96997.933202	99973.066602	103130.523167	104455.687449	
95029.234758	96891.017290	98551.115560	98837.541629	98910.016917	
94365.867882	104398.769155	106759.782030	106801.005461	107817.615616	
100509.573175	106433.789306	107164.071507	107980.986337	108492.417587	
105583.363625	106948.543816	109193.667928	109394.049985	111802.735509	
105048.289357	108418.673872	109242.228145	111462.669762	111736.271829	
102885.766610	105756.040588	105936.064629	106492.459628	107241.161958	
104664.203098	106356.613828	108109.554597	108747.746832	109196.349263	
98716.317729	99684.204938	101916.454034	102016.348001	103033.513819	
105976.546418	106191.301972	109373.168181	109475.585352	110512.130757	
99952.306091	103954.063156	104414.664267	105245.424303	105566.245909	
90806.335717	103174.470659	104066.837678	105890.907875	106534.898549	
98144.394063	99426.359733	101405.004710	101841.599487	102686.360227	
117872.796447	120104.859137	120321.413569	120535.451982	120617.925787	
108562.990334	109865.637158	110078.523916	111858.420061	113038.694014	
99867.367050	102452.553419	102553.422530	103826.256237	104154.763522	
103653.648124	108796.861186	110053.126698	111790.620350	112971.030796	
99875.960385	103190.088403	103754.002396	105806.848487	105981.602818	
93244.130210	95952.022228	105713.226383	108420.680699	108533.232464	
101631.182200	106600.626852	106846.825915	107482.878290	107602.594795	
88480.921385	90080.196524	91164.805322	92146.686284	93363.074138	
102773.589917	104965.806804	105501.655674	108432.709751	110873.344388	
98543.545932	107970.224801	112808.496278	114170.440110	114577.623614	
107434.228100	108465.619014	109989.779547	110462.986931	110796.697165	
109433.387932	109472.724698	110510.472309	113722.512329	113763.647459	
105430.737536	108733.080547	111677.912942	111685.707807	112289.807484	
93987.310592	99053.424482	108370.504461	109241.271759	109620.338962	
95942.457071	103217.619486	104371.537085	108124.410092	108136.632205	
105962.224507	107048.447841	109425.934268	112606.647609	112831.372476	
95136.933000	97986.346522	103934.433317	106237.510633	108200.147962	
96375.043876	100988.978260	105814.461724	106026.526778	106226.809160	
98554.051607	109376.133923	109903.608844	114126.647331	114439.024680	
107154.412070	109286.514497	111024.119446	113262.500835	114454.924883	
99697.348232	101266.104163	102509.750124	102961.833568	103013.382974	
114346.949939	116551.947769	117461.183403	119565.198082	121878.826944	
99253.853963	99329.575253	100188.633700	104223.768585	104800.221565	
96545.368566	97380.477387	99511.135475	101347.963012	101466.315397	
93946.244069	98604.563395	104025.411494	104963.607649	106720.251406	
94467.768759	94718.111654	100062.185576	103687.360757	109214.038651	
94621.210575	95623.520757	95995.005200	104807.760118	105319.795696	
85353.140935	95889.073692	96331.662229	100056.459273	103385.527343	
98834.876220	98953.163432	102746.038194	104321.257185	104504.454540	
111274.116080	111619.344974	112641.203571	113632.928993	114211.820083	
97022.612964	98600.776526	102916.413009	104099.811457	105014.406007	
89778.012527	108282.814251	108909.556808	110342.157674	110587.303337	
96814.114615	101405.470491	105761.451672	108005.225565	108959.484671	
97484.644967	98588.682160	99330.264171	100034.444841	100123.269745	
85121.295369	87827.914957	98673.905833	99137.772483	101090.080280	
106264.569930	106580.380396	107982.154914	108180.330411	108961.105672	
102427.418040	103527.828851	107378.255344	107496.105079	108833.881496	
106257.982449	116195.874650	117809.664872	119798.645337	120434.181004	
115918.738134	116015.816676	118753.267397	119039.657761	119089.583964	
97289.841677	97449.160160	101533.210221	102777.619304	103543.013597	
114545.845336	115200.165575	116770.803293	117221.171784	117438.888367	
111524.898324	111641.842562	113691.501852	115878.291686	117537.257688	
85470.778765	98105.647348	101496.843980	101515.816399	103297.631230	
99748.088719	102697.642252	108525.200691	109320.563506	109426.055581	
90916.464454	92767.356000	95884.647866	96325.029354	97440.612099	
94419.155183	95440.095072	96153.510723	97723.195800	100038.352272	
99041.337412	102576.840912	105967.258901	106672.473010	107992.679343	
117712.833570	118416.837787	118660.843532	120316.102503	120984.364079	
98427.909468	99483.329038	101695.163745	103654.322934	106177.340866	
87635.567886	98030.182424	98249.864744	101101.504246	102062.563452	
100453.777090	102295.780120	105457.188705	106465.853045	107366.396441	
95112.707254	103453.829200	103786.785020	105118.517076	106963.675397	
91532.797105	103664.859988	104134.204497	105969.624706	106219.999607	
97023.958457	100772.480869	101276.728484	105123.075518	107166.817713	
102058.718630	102950.179154	103507.637261	109267.034161	112477.560898	
105580.484599	107869.926520	108225.917144	108278.860465	109065.087324	
111407.237686	112295.008686	116209.805877	116496.536754	116682.265879	
100486.827448	105486.890050	105818.319050	107704.319912	109222.651189	
92713.578475	102396.686242	102644.552641	110076.163837	111570.499899	
83421.028005	97169.528233	98543.815353	101111.846125	102090.243907	
87333.050811	98930.621083	99274.929436	104399.426588	105897.239156	
102131.216141	105301.835609	105544.656873	106935.082994	109443.200820	
100865.165174	104086.412148	105529.644212	106422.728010	108041.448570	
105028.545151	108250.333897	111863.914208	113376.013469	114091.340716	
98385.034913	105311.454828	110091.507936	111746.567945	112637.078251	
99282.893033	100017.957398	101304.610034	104408.965188	104774.784142	
93824.442021	96076.766494	97205.391813	98715.180021	99051.925611	
92253.668617	97283.514851	100086.258819	100645.414970	100730.120930	
100931.340346	105410.812844	106659.648540	107343.282961	107902.616738	
101804.120307	102880.359416	104461.126465	104512.444280	104669.351568	
94768.256561	98706.969162	99453.072587	103122.503092	103642.084270	
102935.703656	103906.287322	104834.979781	105181.750040	105358.610378	
101864.627846	103614.838626	105238.354548	106590.156845	106990.275019	
103055.339401	104113.548937	104243.261150	105262.982976	107631.072138	
101134.937670	102289.665163	107103.686061	109035.104323	109903.490216	
99849.316246	106045.341400	110378.219072	111238.657077	111338.728681	
106222.784421	117039.966580	122995.379048	123943.489283	124244.668183	
112571.766552	112846.372138	113746.978485	114226.561771	117308.164026	
98220.870451	102071.136612	103574.511174	104366.447796	105336.034617	
99252.957418	102209.160924	102809.529220	103919.497265	104092.586992	
97251.006669	99121.859763	102683.833460	104867.512517	105672.935477	
93814.021490	94198.926153	97329.216678	99292.434824	99406.518575	
95474.758770	98473.079673	100604.555097	106299.065719	106300.952883	
89448.677439	98482.684830	99886.985544	100563.320934	103575.141134	
102577.474093	112758.408517	113016.968546	113346.757597	113694.927893	
90419.736231	96632.679368	101424.632032	107105.578597	109368.656686	
102112.774232	110068.198234	111069.360245	111259.306257	111512.327381	
94743.082732	101635.458819	101738.456954	102116.053276	103595.011789	
93126.828592	94741.935623	101159.606097	101510.012223	102105.676378	
101266.858271	102827.647262	111567.090490	112652.199753	113212.483543	
102857.862363	103732.628934	104505.191966	104562.236451	105471.985979	
106510.854784	107155.858652	108248.344297	109443.087255	111664.372570	
103056.058383	108189.477774	114150.833546	114467.912501	115987.873012	
104536.822542	104676.640361	105266.003114	107779.780917	107841.579564	
109579.085121	110884.783728	111024.853574	114403.026267	114519.057631	
101129.256379	104117.914254	106638.416475	106800.124523	106821.273063	
95451.490145	95859.971899	96555.750162	100242.251186	102651.298832	
116545.728250	118007.110570	122774.800993	122784.270866	123455.512689	
92711.474926	93258.967919	95901.125722	97424.994698	98218.273663	
101882.506157	103983.520157	109005.195064	110592.203240	111320.552866	
94491.306800	100513.301759	103175.597041	104006.756350	104880.936934	
108460.038565	113407.118808	114291.702263	117922.425890	118767.971199	
93111.880226	95205.421600	98126.670794	100939.672983	104078.219102	
102282.387714	102739.313879	102740.932818	103443.383898	105199.896420	
93563.022677	94383.821766	97056.670977	98615.616943	101452.379150	
93520.067520	103563.390948	104691.340837	104927.822457	107989.876263	
101629.180737	102608.651946	103204.248905	106132.270822	106490.720876	
107047.029968	111256.052815	112546.979718	112795.701462	113011.446902	
98044.226023	102608.273563	104226.736772	104487.222289	107694.415854	
97602.463008	100420.427711	102119.753091	103061.291793	104060.011325	
93869.009696	95703.808455	98561.766379	101294.101067	101633.760595	
105108.089411	105419.381038	105580.929887	109325.522927	109872.310460	
86985.956064	99185.895484	100642.722158	101277.466330	102845.739453	
106116.501901	106381.799582	106408.129169	107538.193101	108411.333460	
102562.090905	104294.023224	110386.193390	110677.846263	110878.814386	
96498.914648	100493.629148	102394.735815	102945.805835	103970.732983	
100836.395493	104085.906445	104162.584330	104679.256071	105092.186288	
96489.418863	98764.569608	105172.955389	105693.935620	106795.967807	
109990.101259	110202.095167	113117.087357	113294.256448	113455.598152	
102735.059136	104085.906445	109641.299852	110689.600934	114686.555914	
108928.426007	109530.046876	109778.012778	112685.199015	114027.060762	
105910.067865	106686.552387	107690.355751	108056.746243	109728.808850	
97702.516824	103344.381701	103753.288642	105412.327713	107889.521949	
95238.464168	100817.742168	102293.128471	103947.558442	104319.299238	
105032.774864	105557.896463	111322.104561	111465.893469	112483.944840	
101302.684787	103761.754184	106945.876622	107104.459343	107165.267150	
94578.655655	97529.423361	102076.923810	102219.165779	102354.402186	
99222.423009	99223.018793	101775.567080	101871.865886	102315.837772	
100342.224040	102594.521666	104779.862454	104872.592107	105407.011848	
98861.406274	104617.636419	105111.425816	107869.493922	108387.687961	
88839.165803	94267.884347	96027.802632	96863.504053	104353.446632	
98024.480204	102059.363583	103860.011183	104244.242556	105895.431517	
88967.466516	93493.499391	95352.179471	95904.694168	95998.025245	
94520.983921	102929.538081	109193.074696	111008.854228	112736.722688	
90937.248114	95582.027189	97448.823092	99857.565899	101365.032866	
90481.123275	104243.102212	107944.619809	108504.578860	110161.600211	
104938.437762	105313.537528	108600.973861	108638.813447	108824.314887	
105311.319461	106147.745924	106860.914039	108532.886519	110944.384873	
109951.438865	115212.192906	115837.213624	115886.935970	116892.855240	
95358.694583	95940.590474	99468.321770	99584.579406	101336.528361	
104405.423441	109333.238163	110674.492622	111666.702973	112287.976546	
121887.445231	125334.514390	128932.516487	129402.860105	129752.301519	
103866.960194	107648.285851	108415.185329	113994.326164	114849.062237	
106173.813247	106319.089100	106854.532011	107312.091422	108673.581819	
107943.201339	108852.710679	109367.662295	109787.763863	110124.908464	
102503.380728	103028.052023	103701.859479	104752.445058	104776.478927	
93073.711133	97449.561173	99579.034510	104281.318524	105006.126115	
97239.848835	100696.320590	102291.522825	103993.378296	104175.558532	
95959.212836	104567.648751	109055.507713	109768.800386	110631.597108	
108597.912339	112122.284532	114181.491625	114548.882350	117421.813734	
108663.449029	112514.310249	112537.706288	114125.639722	116665.236161	
97402.485558	103470.789842	105554.205529	105721.301679	105756.806385	
101655.321685	105299.848174	106138.801361	106427.869745	107758.883261	
88924.452423	93880.955708	95538.904586	96545.206026	97306.323103	
92454.661975	94002.640321	96534.529536	97603.806525	98669.531783	
92175.902536	101125.049715	102329.598779	103700.546516	103985.039044	
97962.686667	98232.928503	98638.455036	101659.718732	102562.722358	
100100.188359	101944.726276	104612.965768	106649.825355	107121.171402	
100953.946004	104757.347165	104773.364077	105871.735918	107820.665075	
102076.768496	111983.504399	112310.141697	113360.113863	115104.492478	
103700.546516	103836.128363	107038.188258	107859.869092	109508.022469	
96770.614494	104889.988750	106018.480460	109860.769238	110882.705986	
104730.976499	104866.416528	106665.202161	107099.714181	107619.373340	
98461.751964	99845.670595	99906.396272	102348.643518	104220.527622	
